,no,place_id_left,place_id_right,study_id,left,right,voter_uniqueid,choice,study_question,place_name_right,place_name_left,day,time,lat_right,long_right,lat_left,long_left
417519,417520,50e70a8cd7c3df413b000c72,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d7cc7fdc9f03587006fdf,513d6afefdc9f03587004beb,534f89c95331411c9f7284e36382134a,right,safer,Boston,New York,2013-08-02,10:38:42,42.308748,-71.09068300000001,40.708768,-73.865792
417522,417523,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d7dd3fdc9f03587007296,513d7ce0fdc9f03587007034,4cf34dc23504497180cfd5e39e23a637,right,safer,New York,New York,2014-06-28,19:37:20,40.771542,-73.81473,40.836394,-73.87046499999997
417587,417588,50e70a8cd7c3df413b000c72,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d9c2cfdc9f03587007c53,513d6a1afdc9f03587004966,a0ce274b0b254aa2aa1b371f77c6054e,left,safer,Boston,New York,2015-02-10,10:03:01,42.298967,-71.05700300000001,40.62568,-74.01662799999997
417645,417646,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d9b63fdc9f035870079cc,513d9d4afdc9f03587008005,2c25cf326c8a4571b3dc15ccac4114a2,equal,safer,New York,New York,2014-10-20,23:25:25,40.839974,-73.94580000000002,40.880605,-73.88968999999997
417797,417798,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d79fafdc9f0358700668f,513d9e15fdc9f035870082bb,fe6477871d8d488bb62d5f1c4debfee0,left,safer,New York,New York,2015-09-11,10:22:23,40.861654,-73.86674900000003,40.915116,-73.84960799999999
417813,417814,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d9c59fdc9f03587007ce5,513d7e5ffdc9f035870073be,88feedf4656449ec93e493d8396a6736,right,safer,New York,New York,2014-12-01,12:45:31,40.693726,-73.884275,40.676366,-73.77976100000001
417933,417934,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d7dcafdc9f03587007284,513d784cfdc9f035870060ff,6e586ba104f5419a8c0c0d9509f2ccde,right,safer,New York,New York,2014-03-16,13:12:05,40.65725,-73.97637400000002,40.813678,-73.89373499999999
417991,417992,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d7a11fdc9f035870066e1,513d9d00fdc9f03587007f1f,91fd1e70d286486997a9ae40faaad71f,equal,safer,New York,New York,2014-02-16,10:22:56,40.889621,-73.89812699999999,40.701586,-73.89315099999999
418016,418017,50e70a8cd7c3df413b000c72,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d9afafdc9f03587007874,513d69d5fdc9f03587004886,6f035be0e60d4836a2a139b1f7926096,left,safer,Boston,New York,2014-10-20,17:01:26,42.376453,-71.160957,40.889328,-73.83355399999999
418129,418130,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d7db4fdc9f03587007252,513d9a95fdc9f0358700771e,e72d7c5597794759954758fa88ce7473,left,safer,New York,New York,2013-07-25,14:46:40,40.713755,-73.91978499999999,40.594527,-73.97713799999997
418142,418143,50e70a8cd7c3df413b000c72,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d7edffdc9f035870074ca,513d6c2cfdc9f03587004eda,c765c20028f04f3dae78d66458446f35,left,safer,Boston,New York,2015-09-10,07:14:15,42.316973,-71.10402199999999,40.677272,-73.96900700000003
418193,418194,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d9d1efdc9f03587007f7c,513d7eb5fdc9f0358700746d,95ac039dd8984c269f3df8e6144c5bde,right,safer,New York,New York,2013-08-16,01:32:08,40.606918,-73.99142799999998,40.699452,-73.98295999999999
418225,418226,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d7ef1fdc9f035870074f3,513d7865fdc9f0358700615a,5f0e4ce08ed6493b878cf88b8ae2d23e,right,safer,New York,New York,2016-10-20,04:20:56,40.680907,-73.98174,40.760866,-73.91192799999999
418245,418246,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d7a7dfdc9f0358700684f,513d7acbfdc9f03587006956,78648aca868a4416b3e183ba8e949257,left,safer,New York,New York,2018-02-01,11:27:14,40.861026,-73.81652500000001,40.822176,-73.911948
418307,418308,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d7a67fdc9f03587006806,513d7cc2fdc9f03587006fce,238a04356ba646b689aed5d00330d566,right,safer,New York,New York,2014-05-19,02:56:01,40.849537,-73.90928099999996,40.815278,-73.93417999999997
418351,418352,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d7be5fdc9f03587006cfa,513d79e6fdc9f0358700664c,f24e20720f724512b25367380c95a778,right,safer,New York,New York,2014-01-17,17:10:56,40.676229,-73.93041800000003,40.681089,-73.88105200000001
418425,418426,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d7e66fdc9f035870073ca,513d7baffdc9f03587006c48,19d2d2d92f524bf0ba556d1da3a99d07,equal,safer,New York,New York,2014-10-27,09:14:50,40.652207,-73.91556000000003,40.822442,-73.893842
418433,418434,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d9b47fdc9f03587007976,513d78d4fdc9f035870062d2,4ec3f223363243a3b00318896b2fa482,left,safer,New York,New York,2015-03-09,22:30:05,40.78959,-73.957627,40.695553,-73.90400199999999
418441,418442,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d7d63fdc9f035870071b1,513d7b65fdc9f03587006b55,ef98e38ee8334e528d4e8070b5426298,right,safer,New York,New York,2015-11-23,17:15:07,40.819274,-73.96058900000003,40.769518,-73.87842799999999
418458,418459,50e70a8cd7c3df413b000c72,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d9cc0fdc9f03587007e4a,513d69b8fdc9f0358700481f,65704e1789e44fb7b9a2d8b0db89b221,left,safer,Boston,New York,2013-08-15,00:53:15,42.277465,-71.071777,40.789127,-73.95465000000002
418539,418540,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d7afafdc9f035870069e6,513d9eeffdc9f03587008590,944dd9dd3b4444c18abe1d785b47084d,right,safer,New York,New York,2017-05-29,09:57:03,40.850944,-73.82903499999998,40.862771,-73.843635
418566,418567,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d7cc2fdc9f03587006fce,513d9d7ffdc9f035870080c3,c00c1f6e054140c2ad90a2aad7de2059,right,safer,New York,New York,2013-08-02,13:48:42,40.771534,-73.927681,40.849537,-73.90928099999996
418599,418600,50e70a8cd7c3df413b000c72,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d7dcdfdc9f03587007288,513d67c9fdc9f03587004174,17e62ea9e52c4b589d52e866e3734b8c,left,safer,Boston,New York,2014-11-22,16:48:02,42.323262,-71.10824600000001,40.857441,-73.86023
418624,418625,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d7b01fdc9f035870069fd,513d78a9fdc9f0358700623a,441ad45026294ece8784fad190fda9e0,right,safer,New York,New York,2018-01-26,08:55:25,40.710445,-73.98486400000002,40.711175,-73.96588300000002
418638,418639,50e70a8cd7c3df413b000c72,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d7997fdc9f03587006558,513d6c8dfdc9f03587004fc5,dd0824f4719b4be3a6fcbb9686e4a8ca,right,safer,Boston,New York,2016-06-25,17:12:19,42.382033,-71.03927099999999,40.886725,-73.81329
418717,418718,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d9b16fdc9f035870078ce,513d7846fdc9f035870060ed,1b1f22b4917045a4bd00e9de2fca8a08,right,safer,New York,New York,2018-07-09,19:20:23,40.769928,-73.95298600000001,40.575304,-73.99427000000003
418777,418778,50e70a8cd7c3df413b000c72,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d9d62fdc9f03587008058,513d6a54fdc9f03587004a2a,aee094d6eb184d688148b1f902d6f7cb,right,safer,Boston,New York,2015-09-20,08:03:33,42.403524,-71.05114100000003,40.874001,-73.83687800000001
418810,418811,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d7d60fdc9f035870071ab,513d7a19fdc9f035870066fc,3eecdb736772403096e169bf164eaf1b,right,safer,New York,New York,2018-07-10,16:13:14,40.715646,-73.84691800000002,40.774753,-73.83815300000003
418841,418842,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d7e03fdc9f035870072ff,513d9f5bfdc9f03587008703,e36e9bbf692a40679478c468ec7541b6,left,safer,New York,New York,2014-10-18,00:29:26,40.642794,-74.00045,40.877257,-73.890289
418957,418958,50e70a8cd7c3df413b000c72,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d78c9fdc9f035870062ab,513d6c87fdc9f03587004fb9,6c6f965ef4084d23a56acc1f3d896d36,right,safer,Boston,New York,2014-12-01,04:07:58,42.360004,-71.087626,40.868157,-73.88558
419222,419223,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d7e21fdc9f03587007335,513d7e52fdc9f035870073a5,2afaf21d4e654321a56d5de217b832a6,right,safer,New York,New York,2015-03-22,17:17:48,40.664752,-73.79976599999998,40.637156,-73.89762999999999
419286,419287,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d9c61fdc9f03587007d05,513d9cbbfdc9f03587007e37,859e90365a2a47018f23622d572153e9,left,safer,New York,New York,2014-10-27,18:26:52,40.776262,-73.982009,40.816008,-73.95325200000002
419310,419311,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d9d71fdc9f0358700808a,513d7868fdc9f03587006163,d0757e0362f64c769f7dd0f1d6640b70,right,safer,New York,New York,2014-10-19,23:32:49,40.780429,-73.944119,40.679379,-73.99309599999998
419319,419320,50e70a8cd7c3df413b000c72,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d9e9dfdc9f0358700847c,513d6bb7fdc9f03587004db1,35dd360dbb464694b875742b40411229,left,safer,Boston,New York,2013-09-12,22:36:30,42.336532,-71.09393,40.692055,-74.00063
419345,419346,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d7cb6fdc9f03587006fa7,513d9ca4fdc9f03587007df0,50c4dbad815b41328a80d2e41ef6f4fb,equal,safer,New York,New York,2014-05-05,20:15:14,40.659093,-73.92055099999999,40.619914,-74.01141999999999
419395,419396,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d9b3ffdc9f03587007951,513d791cfdc9f035870063c3,a245f3032ace4d5ba5a373ceebd3b836,left,safer,New York,New York,2013-08-01,22:43:14,40.80392,-73.87249199999997,40.742705,-73.95396099999999
419673,419674,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d9d32fdc9f03587007fbb,513d9cf0fdc9f03587007eee,4e4c53a647034f01b08fb331f2c67f6a,right,safer,New York,New York,2013-12-27,18:26:57,40.619171,-73.96513199999998,40.77297,-73.92902700000002
419750,419751,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d9bc6fdc9f03587007b01,513d9e5dfdc9f035870083a8,6bed07fc6586491ba2e7e65ceea2fcf6,right,safer,New York,New York,2014-12-06,20:47:13,40.702249,-73.838663,40.771526,-73.99218300000001
419787,419788,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d7a0afdc9f035870066c6,513d7e80fdc9f03587007406,667275726a4943f1b22d43365e2bde59,left,safer,New York,New York,2014-05-23,09:28:08,40.703391,-73.83842700000002,40.664167,-73.919083
419811,419812,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d78bcfdc9f0358700627f,513d9acdfdc9f035870077e8,8951bbd857864f2694ab2b9881b82778,equal,safer,New York,New York,2014-08-01,11:15:54,40.781107,-73.84779700000001,40.819417,-73.87786699999998
419820,419821,50e70a8cd7c3df413b000c72,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d7e49fdc9f03587007391,513d6b5bfdc9f03587004cd3,d7cab79d8acb4265bbda71959bc9545e,right,safer,Boston,New York,2014-10-19,02:20:22,42.418596,-71.07763699999998,40.678876,-73.84331400000002
419911,419912,50e70a8cd7c3df413b000c72,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d7baefdc9f03587006c45,513d6a71fdc9f03587004a7b,864f095607d8456c8fcbf65be2467017,equal,safer,Boston,New York,2013-07-31,03:36:12,42.387002,-71.105232,40.829867,-73.81528800000001
420075,420076,50e70a8cd7c3df413b000c72,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d78f5fdc9f03587006345,513d69d4fdc9f03587004884,165a9a6edfed40998aa07d70eeec94e2,left,safer,Boston,New York,2015-07-23,13:29:32,42.411432,-71.10456699999997,40.889468,-73.819229
420154,420155,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d7d0afdc9f035870070b7,513d9b09fdc9f035870078a5,ef0046fcd1ca4d0e96fe94620f316e36,left,safer,New York,New York,2014-10-27,20:15:45,40.66704,-73.889431,40.854421,-73.90902599999998
420157,420158,50e70a8cd7c3df413b000c72,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d9af2fdc9f0358700785c,513d67d5fdc9f03587004192,e3e9ac2ecde84341a82af0ba40392a2a,right,safer,Boston,New York,2013-08-07,04:47:08,42.404227,-71.03583200000003,40.749965,-73.90244899999999
420289,420290,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d7939fdc9f03587006429,513d7c16fdc9f03587006d9a,8742cb56535e4b6cbb9771af86a63dca,equal,safer,New York,New York,2016-09-25,11:37:49,40.698047,-73.821416,40.881027,-73.90137400000003
420390,420391,50e70a8cd7c3df413b000c72,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d9da0fdc9f03587008131,513d6c11fdc9f03587004e90,7327bc32669d43399f1b0a35a91dfd2b,left,safer,Boston,New York,2017-08-23,10:59:17,42.379626,-71.063468,40.883429,-73.86288300000001
420417,420418,50e70a8cd7c3df413b000c72,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d7bcafdc9f03587006ca3,513d6c06fdc9f03587004e75,5ec13b0d6b494b618e3daf3e01e1bdd5,right,safer,Boston,New York,2013-10-17,06:13:29,42.34003,-71.064394,40.722239,-73.91610000000003
420442,420443,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d7e9dfdc9f0358700743e,513d7b6efdc9f03587006b71,0be18cab3a43498bb1292e6d1af21d37,right,safer,New York,New York,2014-12-08,21:48:53,40.739914,-73.97768100000002,40.751417,-73.90772300000003
420496,420497,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d7d22fdc9f03587007103,513d7df0fdc9f035870072d7,dc2abd8114fe486db896605ee1144330,equal,safer,New York,New York,2014-04-23,19:25:03,40.75359,-73.88675799999999,40.593601,-73.962129
420505,420506,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d7d5dfdc9f035870071a3,513d9f40fdc9f035870086a1,06c80fd0ed134cd19ad7df412d372b7b,right,safer,New York,New York,2016-06-07,18:38:33,40.865145,-73.82389799999999,40.699764,-73.96058700000003
420636,420637,50e70a8cd7c3df413b000c72,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d9ef7fdc9f035870085ab,513d6c67fdc9f03587004f70,da2759c489de48dfbe0e8aee4be65a0e,right,safer,Boston,New York,2014-10-28,14:20:26,42.277931,-71.08226400000001,40.713246,-73.79058900000001
420731,420732,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d7f6cfdc9f035870075ea,513d7a09fdc9f035870066c4,9539ba02558d40b0982c94d5e1cebb1f,left,safer,New York,New York,2014-11-23,19:03:10,40.751543,-73.868761,40.64421,-73.95396800000003
420732,420733,50e70a8cd7c3df413b000c72,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d7aaffdc9f035870068fe,513d6beffdc9f03587004e42,c4ef8ecfd59647b6bc2f7b0600768382,right,safer,Boston,New York,2014-11-30,13:45:36,42.396196,-70.99386300000003,40.773789,-73.97153200000002
420885,420886,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d7f21fdc9f03587007557,513d7e72fdc9f035870073e7,a015c58b7ed0405199853d5b1092f0c6,left,safer,New York,New York,2013-08-16,04:41:29,40.706175,-73.88574800000004,40.756652,-73.88935600000002
420960,420961,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d9e41fdc9f03587008356,513d78affdc9f0358700624e,99786d6b6eb8459ea1616bf632789a71,left,safer,New York,New York,2014-11-02,09:16:15,40.814673,-73.91850799999997,40.578956,-73.968143
421013,421014,50e70a8cd7c3df413b000c72,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d9d31fdc9f03587007fb5,513d6771fdc9f03587004092,639e39d654c0455685a56d339b296bfa,right,safer,Boston,New York,2014-11-01,18:33:50,42.384784,-71.082222,40.69133,-73.94523900000002
421019,421020,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d9d32fdc9f03587007fbb,513d9c9cfdc9f03587007dd0,c56619b766ec46918c21d6f2492e9ca7,right,safer,New York,New York,2014-10-17,04:39:09,40.667983,-73.91422399999999,40.77297,-73.92902700000002
421075,421076,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d78a3fdc9f03587006225,513d7c9efdc9f03587006f5f,f8840b87ed564d7ab5122925a4f0cf97,equal,safer,New York,New York,2017-10-19,11:47:56,40.677397,-73.98714899999999,40.815819,-73.85563000000002
421255,421256,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d7c40fdc9f03587006e2d,513d7f2ffdc9f03587007576,3eeea43cb2f94a5a8a534ae5e1bd5208,left,safer,New York,New York,2014-10-15,15:56:48,40.713273,-73.96477099999998,40.646843,-73.91132600000003
421339,421340,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d7ab6fdc9f03587006914,513d9a9cfdc9f0358700773c,513a8713f2c3492e929729c76f0c0f8c,equal,safer,New York,New York,2014-11-04,16:54:55,40.807478,-73.93938500000002,40.720163,-73.87417199999999
421380,421381,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d9b8ffdc9f03587007a54,513d78f5fdc9f03587006345,51a4fb08ec294ee280f4c37386d38be5,right,safer,New York,New York,2015-09-08,14:29:29,40.889468,-73.819229,40.659475,-74.00613800000002
421402,421403,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d9e46fdc9f03587008365,513d7a37fdc9f0358700675f,34959e26298349e795a4822df8fc3ee8,equal,safer,New York,New York,2013-07-25,17:54:09,40.683742,-73.83447000000001,40.712716,-73.85399999999998
421522,421523,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d9e09fdc9f03587008298,513d7e79fdc9f035870073f6,8f0a4eac696b4854a3054b58d079fb13,right,safer,New York,New York,2014-10-05,16:57:17,40.832802,-73.919488,40.666509,-73.88241199999999
421530,421531,50e70a8cd7c3df413b000c72,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d7e6efdc9f035870073dd,513d6c63fdc9f03587004f65,d210d5808ed04a1989d57abd5da24ff5,left,safer,Boston,New York,2017-05-24,09:51:26,42.391402,-71.16295200000002,40.678564,-73.94994500000001
421689,421690,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d7b7afdc9f03587006b9b,513d9adefdc9f0358700781f,17b0855361eb48a39daf9d5ef7f6ed15,left,safer,New York,New York,2014-10-08,06:34:54,40.843127,-73.893189,40.729089,-73.983385
421692,421693,50e70a8cd7c3df413b000c72,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d9c9efdc9f03587007ddc,513d6919fdc9f035870045ea,9aceca3e392744e1addfb6e87b0afd22,left,safer,Boston,New York,2014-09-28,15:07:01,42.378435,-71.07589000000002,40.692192,-73.96297400000003
421704,421705,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d7ec8fdc9f0358700749b,513d796afdc9f035870064ba,cfde5eb4382645cc957f6af1b0e14674,left,safer,New York,New York,2016-03-01,12:10:49,40.854531,-73.84076399999998,40.793826,-73.842199
421833,421834,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d78d8fdc9f035870062dc,513d7ba0fdc9f03587006c15,0713c157dd69405b87d2ba26262a2f60,equal,safer,New York,New York,2015-04-06,02:43:45,40.628489,-73.958147,40.770249,-73.965844
421911,421912,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d785efdc9f03587006142,513d9ed9fdc9f03587008541,c6e02e8fa0f2432284c8cb770174c8df,right,safer,New York,New York,2018-10-22,03:56:28,40.60341,-74.00903700000003,40.879904,-73.852191
421939,421940,50e70a8cd7c3df413b000c72,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d9e86fdc9f03587008432,513d6a6cfdc9f03587004a70,9189accb89f447af8794bedcb6b0659a,equal,safer,Boston,New York,2016-02-25,08:21:26,42.42184,-71.10725300000001,40.600372,-73.99582499999997
422183,422184,50e70a8cd7c3df413b000c72,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d7ec1fdc9f03587007488,513d689dfdc9f03587004431,bfa0826f0f204e84abe96d9ac3158078,left,safer,Boston,New York,2014-07-28,16:18:23,42.310833,-71.124032,40.622923,-74.03854799999999
422385,422386,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d7cd2fdc9f03587007006,513d78c8fdc9f035870062a3,35136752fcc445f9bc993533b1d0cbbb,left,safer,New York,New York,2013-08-16,07:15:32,40.713363,-73.96233699999999,40.698802,-73.95811300000003
422433,422434,50e70a8cd7c3df413b000c72,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d9b67fdc9f035870079d6,513d688efdc9f035870043f6,5118299ca86844569d6251725a716ec5,right,safer,Boston,New York,2016-10-12,14:25:21,42.396483,-70.987462,40.63706,-73.97262599999999
422437,422438,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d9c92fdc9f03587007dae,513d7d61fdc9f035870071ae,021c2f9a729a40848efec9219da69b90,equal,safer,New York,New York,2013-10-04,17:47:48,40.690742,-73.80759899999998,40.676609,-73.914488
422625,422626,50e70a8cd7c3df413b000c72,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d7e12fdc9f03587007319,513d6c82fdc9f03587004fac,d057afca149e4d5894e766843a3b194e,right,safer,Boston,New York,2014-10-17,07:06:19,42.357263,-71.104107,40.732585,-73.900101
422701,422702,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d9c30fdc9f03587007c5f,513d7f0bfdc9f03587007524,d9df307cbe2441f2b300ec18e341c006,right,safer,New York,New York,2018-01-30,20:18:36,40.618192,-73.927821,40.688697,-73.81500699999998
422759,422760,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d9df4fdc9f03587008253,513d9e07fdc9f03587008293,82a015c7750b46829f1366abe31baa4e,left,safer,New York,New York,2014-06-27,17:47:40,40.837197,-73.89005199999997,40.847441,-73.92326800000001
422792,422793,50e70a8cd7c3df413b000c72,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d7b21fdc9f03587006a66,513d69fefdc9f03587004906,6b91a1aebd4d4a0aa1e7dd159f89d9ed,left,safer,Boston,New York,2013-08-15,13:10:13,42.421222,-71.02834999999999,40.663893,-73.91706699999997
422873,422874,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d9d4afdc9f03587008009,513d7efbfdc9f03587007504,6b53fa2f9a214714a24d72142e3af1db,equal,safer,New York,New York,2014-03-11,22:29:37,40.643484,-73.93533000000002,40.901568,-73.84132399999999
422933,422934,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d9dd2fdc9f035870081de,513d794cfdc9f03587006461,af6d2b703942475faae0726c1fd45f57,right,safer,New York,New York,2014-10-16,00:18:33,40.718956,-73.805816,40.698254,-73.98005
422938,422939,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d7ce7fdc9f03587007046,513d9d0efdc9f03587007f4a,9d8c7ea2d6404935b2f173ad7af45e89,right,safer,New York,New York,2014-02-07,10:49:25,40.744155,-73.860233,40.860399,-73.89805999999999
423066,423067,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d9f4dfdc9f035870086ce,513d79a0fdc9f03587006573,8b1e9eb9e68645319a211be7d59f2ef0,right,safer,New York,New York,2014-10-20,01:25:38,40.649267,-73.87242800000001,40.682437,-73.86870599999997
423128,423129,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d9d60fdc9f03587008050,513d9bdefdc9f03587007b4e,3509aad1e0a240ea8c53e4e7d59a08ca,right,safer,New York,New York,2014-10-27,21:22:27,40.660345,-73.883332,40.625066,-73.93412599999999
423168,423169,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d7820fdc9f03587006066,513d7c40fdc9f03587006e2d,da40ec56bb594dee85ab509f93b295ff,left,safer,New York,New York,2014-11-30,13:55:05,40.646843,-73.91132600000003,40.733821,-73.99060400000002
423193,423194,50e70a8cd7c3df413b000c72,50e70a8cd7c3df413b000c72,50a68a51fdc9f05596000002,513d7b9bfdc9f03587006c05,513d78fffdc9f03587006361,71263653c14d4033ae30c51af95979ea,left,safer,New York,New York,2014-10-23,16:15:25,40.853826,-73.92071199999998,40.742655,-73.93019400000003
423236,423237,50e70a8cd7c3df413b000c72,50e5f168d7c3df413b000279,50a68a51fdc9f05596000002,513d7b2afdc9f03587006a87,513d6942fdc9f03587004679,ddf6621ca93d421fa8fafc0582688ea5,right,safer,Boston,New York,2015-09-10,17:43:13,42.307639,-71.12305600000002,40.819047,-73.93024000000003
